hotel_name,location,price,room_type,beds,rating,rating_title,number_of_ratings,per_night,Log_number_of_ratings,Log_price,Size
رواح للوحدات السكنية,Taif,190,One-Bedroom Apartment,2,7.5,Good,180,1,5.19295685089021,5.247024072160490,54
Aloft Riyadh Hotel,Riyadh,475,"Breezy Room, Guest room, 1 King",1,8.2,Good,2947,1,7.988542982737700,6.163314804034640,32
Nourth House ApartHotel,Al Qurayyat,200,Budget Twin Room,2,7.5,Good,264,1,5.575949103146320,5.298317366548040,35
Dyar Al Hamra Hotel,Jeddah,340,Junior Suite King,1,7.7,Good,3923,1,8.274611946209550,5.8289456176102100,28
Courtyard by Marriott Riyadh Northern Ring Road,Riyadh,525,"Standard, Guest room, 1 King",1,8.1,Good,1032,1,6.939253946041510,6.263398262591620,30
جراند بلو للشقق الفندقية,Dammam,207,One-Bedroom Apartment,1,7.3,Good,114,1,4.736198448394500,5.332718793265370,29
Golden Bujari Al-Dhahran - Hotel,Al Khobar,490,Deluxe Twin Room,2,8.4,Good,2315,1,7.747164966520340,6.194405391104670,40
Best Western Plus Buraidah,Buraydah,330,Grand Non-Smoking 2 Twin Beds Room,2,8.0,Good,1552,1,7.347299700743160,5.799092654460530,38
Al Hayatt Plus,Riyadh,210,Economy Quadruple Room,4,6.9,Very good,2300,1,7.7406644019172400,5.3471075307174700,100
Courtyard by Marriott Riyadh Olaya,Riyadh,550,"Guest room, 2 Double",1,8.3,Good,2859,1,7.958227192322310,6.309918278226520,30
Orchida Turaif Hotel 2,Ţurayf,125,Single Room with Bathroom,1,7.6,Good,32,1,3.4657359027997300,4.8283137373023000,28
Rose Park,Riyadh,600,Standard Apartment,2,8.2,Good,139,1,4.9344739331306900,6.396929655216150,40
Madinah Mövenpick Hotel,Madinah,626,One-Bedroom Suite,1,7.6,Good,3635,1,8.19836438996762,6.439350371100100,29
Grand Hyatt Alkhobar Hotel and Residences,Al Khobar,750,King Room,1,8.7,Fabulous,2257,1,7.721791776817540,6.620073206530360,34
Jabal Omar Marriott Hotel Makkah,Makkah,300,Superior Double Partial Haram View,2,7.8,Good,2671,1,7.890208213109960,5.703782474656200,55
Courtyard Riyadh by Marriott Diplomatic Quarter,Riyadh,490,"Guest room, 2 Double",1,8.1,Good,2443,1,7.8009820712577400,6.194405391104670,30
Gulanar Hotel,Unayzah,350,Deluxe King Room,1,8.5,Good,1343,1,7.202661196523240,5.857933154483460,30
Le Meridien Riyadh,Riyadh,800,"Deluxe Room, Guest room, 2 Twin/Single Bed(s)",2,8.2,Good,764,1,6.638567789166520,6.684611727667930,33
Novotel Riyadh Al Anoud,Riyadh,360,Superior Queen Room,1,7.2,Good,2943,1,7.987184748233470,5.886104031450160,28
Centro Waha by Rotana,Riyadh,450,Standard Twin Room,2,7.5,Good,6614,1,8.796943893541740,6.1092475827643700,35
Novotel Yanbu Albahr,Yanbu,480,Superior Double Room,1,8.0,Good,2591,1,7.85979918056211,6.173786103901940,33
Mövenpick Hotel City Star Jeddah,Jeddah,440,Superior King Room,1,8.5,Good,1614,1,7.3864708488298900,6.0867747269123100,30
Four Points by Sheraton Makkah Al Naseem,Makkah,149,King Room,1,8.5,Good,13389,1,9.50218875329738,5.003946305945460,29
أجنحة سالين - للوحدات السكنية المفروشة,Hail,99,Double Room with Private Bathroom,1,5.9,Very good,53,1,3.970291913552120,4.59511985013459,35
رمال الجزيره,Makkah,170,One-Bedroom Apartment,1,6.3,Very good,153,1,5.030437921392440,5.135798437050260,28
MENA AL DIYAR 114,Riyadh,140,Studio,1,6.3,Very good,292,1,5.676753802268280,4.941642422609300,40
Sharurah Plaza Hotel,Sharurah,200,One-Bedroom Apartment,2,8.7,Fabulous,294,1,5.683579767338680,5.298317366548040,46
Coral Al Ahsa Hotel,Al Khars,350,Standard Double Room,2,7.1,Good,1108,1,7.010311867307230,5.857933154483460,30
Ladera Hotel Tanomah,Tanomah,300,Studio,1,7.2,Good,163,1,5.093750200806760,5.703782474656200,30
القصر المميز خميس مشيط,Khamis Mushayt,134,Deluxe Double Studio,1,7.9,Good,281,1,5.638354669333750,4.897839799950910,27
ديوانية المسافر,Az Zulfi,79,One-Bedroom Apartment,2,8.0,Good,7,1,1.9459101490553100,4.3694478524670200,40
Al Jahwah hotel by AL BALAD INN,Al Namas,250,Junior Suite,1,8.1,Good,399,1,5.988961416889860,5.521460917862250,38
Al Andlus Palace 2 Hotel Kurban فندق قصر الاندلس 2 قربان,Makkah,180,Large Double Room,2,7.9,Good,58,1,4.060443010546420,5.19295685089021,43
Qemam Al Safwah Grand Hotel,Rafha,135,Double Room,1,5.9,Very good,19,1,2.9444389791664400,4.90527477843843,30
Rabigh Park Hotel,Rabigh,252,Standard Double Room,1,8.0,Good,530,1,6.272877006546170,5.529429087511420,29
"Bay la sun , Luxury apartment with nice view",King Abdullah Economic City,950,Deluxe Family Suite with City View,2,8.5,Good,99,1,4.59511985013459,6.856461984594590,33
منتجع جيدا بارك,Riyadh,400,Cottage with Garden View,3,8.7,Fabulous,361,1,5.8888779583328800,5.991464547107980,70
Kyona Purple -Al Qurayat,Jeddah,130,Studio,2,8.4,Good,79,1,4.3694478524670200,4.867534450455580,50
وحدات النخيل,Al Rass,80,One-Bedroom Apartment,1,7.7,Good,224,1,5.4116460518550400,4.382026634673880,28
Milan Hotel,Makkah,285,One-Bedroom Apartment,1,7.6,Good,15,1,2.70805020110221,5.652489180268650,29
Al Rawda Al Aqeeq Hotel,Madinah,130,Standard Twin Room,2,7.2,Good,3508,1,8.162801353492070,4.867534450455580,35
"Naseem ,S Country نزل النسيم الريفيHouse",Al Ula,500,Quadruple Room with Shared Bathroom,4,8.1,Good,285,1,5.652489180268650,6.214608098422190,70
Jawharat Al Amaken Hotel,Tayma,230,One-Bedroom Apartment,1,8.7,Fabulous,160,1,5.075173815233830,5.438079308923200,30
Crystal Blue Hotel,Rabigh,350,Deluxe Studio,1,7.1,Good,141,1,4.948759890378170,5.857933154483460,38
manzel aram 105,Riyadh,108,One-Bedroom Apartment,1,5.7,Very good,702,1,6.553933404025810,4.68213122712422,34
فندق جولدن العرين,Abha,150,Budget Double Room,1,9.9,Exceptional,127,1,4.844187086458590,5.0106352940962600,30
فندق العروبة,Riyadh,89,King Studio,1,6.1,Very good,2409,1,7.786967002614870,4.48863636973214,28
Faifa Hotel,Fayfa,375,Double Room,1,7.0,Good,302,1,5.71042701737487,5.926926025970410,36
العييري للوحدات المفروشة الباحة3,Al Baha,110,Double Room with Private Bathroom,2,3.7,Very good,72,1,4.276666119016060,4.700480365792420,40
Anwar Al Zahraa Hotel,Madinah,100,Double Room,2,7.3,Good,260,1,5.560681631015530,4.605170185988090,45
OYO 242 Al Ahlam Resort Al Leith,Al Lith,387,Standard Studio Double,1,6.5,Very good,333,1,5.808142489980440,5.958424693029780,30
فندق سوار,Madinah,145,Small Twin Room,2,8.6,Fabulous,22,1,3.091042453358320,4.976733742420570,42
Golden Dakhil,Madinah,100,Economy Double Room,1,7.3,Good,420,1,6.040254711277410,4.605170185988090,30
الوادي للوحدات السكنية,Riyadh,200,Deluxe Twin Room,2,8.5,Good,149,1,5.003946305945460,5.298317366548040,34
عماره السيف,Rabigh,122,One-Bedroom Apartment,3,7.0,Good,76,1,4.330733340286330,4.804021044733260,50
"Park Inn by Radisson, Riyadh",Riyadh,352,Standard Room,1,8.2,Good,1373,1,7.224753405767970,5.863631175598100,30
Taleen AlAqiq hotel apartments,Riyadh,230,One-Bedroom Apartment,2,6.8,Very good,1206,1,7.095064377287130,5.438079308923200,39
REVERA RESORT,Madinah,850,Studio with Garden View,3,8.3,Good,47,1,3.8501476017100600,6.745236349484360,60
Raghdan Village,Al Baha,297,One-Bedroom Chalet,2,5.9,Very good,410,1,6.016157159698350,5.6937321388027,33
فندق ضيوف النباريس,Jeddah,85,Studio,1,5.4,Very good,673,1,6.511745329644730,4.442651256490320,43
فندق صدفة,Riyadh,490,Deluxe King Room,1,8.8,Fabulous,83,1,4.418840607796600,6.194405391104670,40
Ramada Encore Al Khobar Olaya,Riyadh,319,Queen Room - Non-Smoking,1,7.5,Good,2776,1,7.9287663216267000,5.765191102784840,35
Staytion First - Al Zahra,Jeddah,170,Studio Apartment,1,8.8,Fabulous,972,1,6.879355804460440,5.135798437050260,50
شاليهات سويت هوم الدرب الكدره,Ad Darb,450,One-Bedroom Apartment,1,9.1,Superb,28,1,3.332204510175200,6.1092475827643700,29
وفود للوحدات السكنية المفروشة,Rafha,129,King Room,1,8.1,Good,65,1,4.174387269895640,4.859812404361670,33
القصر للاجنحة الفندقية (احد رفيده),Khamis Mushayt,340,Deluxe Queen Suite,4,8.6,Fabulous,99,1,4.59511985013459,5.8289456176102100,60
العييري للوحات المفروشة جدة 5,Jeddah,86,Double Room with Private Bathroom,3,5.9,Very good,16,1,2.772588722239780,4.454347296253510,48
بست ون للوحدات السكنيه المفروشه,Al Duwadimi,270,One-Bedroom Apartment,1,8.6,Fabulous,22,1,3.091042453358320,5.598421958998380,30
شاليهات ارنيكا,Taif,300,Two-Bedroom Chalet,4,8.2,Good,71,1,4.2626798770413200,5.703782474656200,100
Touq Balad,Jeddah,175,Budget Double Room,1,8.4,Good,504,1,6.222576268071370,5.1647859739235100,33
توجاردن الحرمين,Jeddah,200,Executive Suite,2,9.0,Superb,85,1,4.442651256490320,5.298317366548040,45
Address Sharurah Hotel,Sharurah,200,Standard Double Room,2,8.1,Good,97,1,4.574710978503380,5.298317366548040,45
The first diamond الماسيه الاولي,Jeddah,225,Economy Double Room,1,8.3,Good,52,1,3.9512437185814300,5.41610040220442,32
Al Madinah Concorde Hotel,Madinah,137,Deluxe King Room,1,6.8,Very good,703,1,6.555356891810670,4.919980925828130,28
Marina House,Riyadh,86,Budget Double Room,2,5.0,Very good,216,1,5.375278407684170,4.454347296253510,38
THORA ALAMJAD FURNISHED APARTMENTS (ذرى الامجاد للوحدات السكنية المفروشة (الراحة بلازا سابقا,Sharurah,119,Family Studio,1,7.2,Good,235,1,5.459585514144160,4.77912349311153,40
Durat Al Ruwmansiya 3,Tabuk,140,Deluxe Apartment,2,6.3,Very good,863,1,6.760414691083430,4.941642422609300,44
Shahad Al Taif,Taif,144,Studio Apartment,1,7.4,Good,2439,1,7.79934339821592,4.969813299576000,35
Business Inn Tahlia Hotel,Riyadh,237,Business King Room,1,6.6,Very good,1023,1,6.930494765951630,5.4680601411351300,38
Manazeli AlKhozama منازلي الخزامى,Madinah,150,Economy Double Room,1,7.4,Good,5,1,1.6094379124341000,5.0106352940962600,32
reef101,Riyadh,150,Studio,1,6.1,Very good,200,1,5.298317366548040,5.0106352940962600,40
فندق ارتال طيبة Artal Taiba Hotel,Madinah,83,Budget Triple Room,3,6.6,Very good,1117,1,7.018401799069200,4.418840607796600,30
""" لاڤيلا ""منتجع وشاليهات لا فيلا العرسان",Riyadh,250,Deluxe Double Room with Balcony,1,7.3,Good,86,1,4.454347296253510,5.521460917862250,34
شاطئ الحياة للأجنحة الفندقية,Jeddah,187,Studio,1,8.1,Good,380,1,5.940171252720430,5.231108616854590,35
Mirage Al Salam Hotel,Madinah,125,Basic Triple Room,3,7.2,Good,2530,1,7.835974581721570,4.8283137373023000,40
ريحانة الورد,Abha ,88,Budget Double Room,1,6.9,Very good,28,1,3.332204510175200,4.477336814478210,28
Rihan Tibah Furnished Units,Madinah,99,Triple Room with Private Bathroom,3,5.4,Very good,36,1,3.58351893845611,4.59511985013459,50
لوريت للشقق والاجنحة الفندقية,Jeddah,225,Junior Suite,1,0.0,Very good,0,1,-inf,5.41610040220442,26
مزرعة بإطلالة على الجبل,Madain,1603,Family Room,8,8.5,Good,15,1,2.70805020110221,7.3796321526095500,150
Al Rose Al Motamaiza Furnished Apartment,Jeddah,185,One-Bedroom Apartment,1,7.3,Good,485,1,6.184148890937480,5.220355825078320,28
ملفا للأجنحة الفندقية- فرع حي الموسى,Bishah,180,One-Bedroom Apartment,1,8.0,Good,144,1,4.969813299576000,5.19295685089021,28
Al Muhaidb Residence Al Khobar,Riyadh,255,Double Room,1,6.8,Very good,1202,1,7.091742115095150,5.541263545158430,28
Jamjoom Hotel - فندق الجمجوم,Jeddah,131,Deluxe King Room,1,6.2,Very good,724,1,6.584791392385720,4.875197323201150,28
Diamond Elite hotel,Jeddah,225,Twin Room,2,8.4,Good,1319,1,7.1846291527173100,5.41610040220442,35
Almakan Suites 111,Riyadh ,61,Studio Apartment,1,4.0,Very good,830,1,6.721425700790640,4.110873864173310,29
Swiss EYE,Jeddah,219,Deluxe Twin Room,2,7.6,Good,1073,1,6.9782137426307000,5.389071729816500,35
Al Hamra Palace ApartHotel Falastin,Jeddah,170,Deluxe Studio,1,6.7,Very good,1529,1,7.332369205929060,5.135798437050260,30
برج سما للشقق المفروشة,Jeddah,102,Studio,2,6.3,Very good,768,1,6.643789733147670,4.624972813284270,37
Ebreez Hotel,Jeddah,200,Deluxe King Room,1,7.5,Good,2248,1,7.717796211013580,5.298317366548040,30
Hawadah Hotel,Jeddah,230,Standard Double Room,1,7.3,Good,461,1,6.133398042996650,5.438079308923200,29
شدون للوحدات السكنية,Buraydah,144,Double Room - Disability Access,1,6.9,Very good,171,1,5.14166355650266,4.969813299576000,27
Durrat Hira ApartHotel,Jeddah,163,Studio,1,8.1,Good,1067,1,6.9726062513017500,5.093750200806760,34
منتجع قرية الريف الفندقية,Taif,315,One-Bedroom Chalet,1,7.8,Good,95,1,4.553876891600540,5.752572638825630,100
منتجع قرية الفقرة,Madinah,1400,Two-Bedroom Villa,4,8.6,Fabulous,8,1,2.0794415416798400,7.24422751560335,28
فندق رحابة Rahabah Hotel,Makkah,158,Budget Double Room,1,7.3,Good,14,1,2.6390573296152600,5.062595033026970,28
Acacia Aparthotel,Jeddah,144,Economy Double Room,1,7.4,Good,1387,1,7.234898420314830,4.969813299576000,35
Danat Park Hotel,Yanbu,140,Budget Double Room,1,6.5,Very good,563,1,6.333279628139690,4.941642422609300,29
فندق بانوراما الخبر-Panorama ALkohbar Hotel,Riyadh,400,Duplex Studio,1,6.6,Very good,89,1,4.48863636973214,5.991464547107980,35
Rose Diamond Hotel,Madinah,100,Standard Quadruple Room,3,6.7,Very good,318,1,5.762051382780180,4.605170185988090,50
Makarim Palm Hotel,Rabigh,160,One-Bedroom Apartment,1,6.8,Very good,311,1,5.739792912179230,5.075173815233830,37
Luxury apartment in KAEC شقة فاخرة ابراج الشاطئ مدينة الملك عبدالله الاقتصادية - اطلالة علي المدينة,King Abdullah Economic City,1259,Apartment,5,9.4,Superb,7,1,1.9459101490553100,7.138073034044350,100
مينا بلازا الطائف Mena Plaza Taif,Taif,140,Standard King Room,1,5.8,Very good,1112,1,7.013915474810530,4.941642422609300,60
Al Qibla Hotel,Madinah,285,Twin Room - Non-Smoking,2,6.3,Very good,1690,1,7.432483807917120,5.652489180268650,28
Orchida Al Hamra,Riyadh ,111,King Studio,1,5.8,Very good,15,1,2.70805020110221,4.709530201312330,28
فندق النهضة Al Nahda Hotel,Jeddah,111,Studio,1,6.3,Very good,340,1,5.8289456176102100,4.709530201312330,40
رحاب الضيافة,Dammam,230,Two-Bedroom Apartment,6,0.0,Very good,0,1,-inf,5.438079308923200,80
Baisan Suites Al Jubail,Al Jubail,210,One-Bedroom Apartment,1,7.0,Good,607,1,6.408528791059500,5.3471075307174700,28
Afaq Jeddah,Jeddah,162,Budget Double Room,1,6.8,Very good,2020,1,7.61085279039525,5.087596335232380,28
Naviti Warwick Al Khobar,Riyadh ,309,Deluxe Double Room,1,7.6,Good,3543,1,8.172729104865470,5.733341276897750,28
شاليه وئام,Umm as Salam,650,One-Bedroom Chalet,2,0.0,Very good,0,1,-inf,6.476972362889680,28
Almakan Hotel 103,Riyadh,144,One-Bedroom Apartment,1,6.0,Very good,1789,1,7.489412083508720,4.969813299576000,35
Bhadur Resort Jeddah,Jeddah,600,Standard  Room,1,5.7,Very good,854,1,6.74993119378857,6.396929655216150,29
Quartz Executive كوارتز التنفيذية,Abha,322,Superior Suite,2,8.5,Good,87,1,4.465908118654580,5.7745515455444100,35
رواسل,Jeddah,168,Superior Twin Room,2,8.1,Good,79,1,4.3694478524670200,5.123963979403260,30
Almuhaidb Residence Al Jubail,Al Jubail,250,Standard King Room,1,7.7,Good,1596,1,7.3752557780097500,5.521460917862250,37
Nuzul mena 109,Riyadh,126,Studio Apartment,2,6.2,Very good,970,1,6.877296071497430,4.836281906951480,28
فندق العرب إن,Riyadh,75,Deluxe Double Room,2,7.3,Good,33,1,3.4965075614664800,4.31748811353631,28
Royal El Naser Hotel,Riyadh,150,Deluxe Double Room,1,5.3,Very good,375,1,5.926926025970410,5.0106352940962600,28
Karam Hiraa Hotel Apartments - كرم حراء للشقق الفندقية,Jeddah,229,Deluxe Double Studio,2,8.0,Good,864,1,6.761572768804060,5.43372200355424,28
Crown Rose Hotel,Riyadh,360,Superior Twin Room,2,7.8,Good,1139,1,7.037905963447180,5.886104031450160,40
دار اجواء 2,Riyadh,179,One-Bedroom Apartment,1,0.0,Very good,0,1,-inf,5.187385805840760,29
Genac Hotel Yanbu,Yanbu,100,Deluxe Double Room,2,7.1,Good,444,1,6.095824562432230,4.605170185988090,40
العييري للوحدات المفروشة جدة 6,Jeddah,160,Two-Bedroom Apartment,2,5.1,Very good,13,1,2.5649493574615400,5.075173815233830,37
شاليهات سحاب,Buraydah ,1150,Two-Bedroom Chalet,3,9.1,Superb,14,1,2.6390573296152600,7.047517221357300,50
شقق بيات العالية بوادي بن هشبل Bayat Al aliah Apartments in Wadi bin Hashbal,Bin Hashbal,130,One-Bedroom Apartment,1,8.9,Fabulous,21,1,3.044522437723420,4.867534450455580,30
سرو للوحدات السكنية,Al Namas,200,One-Bedroom Villa,1,7.6,Good,425,1,6.052089168924420,5.298317366548040,28
الحماد للشقق الفندقية - فرع قريش,Jeddah,120,One-Bedroom Apartment,1,7.2,Good,1836,1,7.515344571180440,4.787491742782050,28
Loalat Al Rowdah Family,Jeddah,210,Apartment,2,7.8,Good,466,1,6.144185634125650,5.3471075307174700,28
شقق عمار - شقق خاصة,Al Ula,217,Budget Double Room,2,8.0,Good,67,1,4.204692619390970,5.37989735354046,28
العييرى للوحات المفروشة جدة4,Jeddah,85,Twin Room with Bathroom,2,3.8,Very good,20,1,2.995732273553990,4.442651256490320,35
Mena Andalusia Riyadh,Riyadh,213,Standard Room Twin,1,7.2,Good,3261,1,8.089789175789320,5.3612921657094300,29
Gardino Hotel & Residence - فندق جاردينو,Riyadh,698,Deluxe Room,1,8.7,Fabulous,365,1,5.8998973535824900,6.548219102762370,35
Al Andalus Palace 1 Hotel Haram فندق قصر الاندلس 1 الحرم,Madinah,170,Deluxe King Room,1,6.4,Very good,3257,1,8.088561805276230,5.135798437050260,30
Almasem Luxury Hotel suite 6,Riyadh,219,Economy Twin Room,2,7.6,Good,495,1,6.20455776256869,5.389071729816500,37
Golden Abha,Abha,74,Deluxe King Room,1,5.5,Very good,1216,1,7.103322062526110,4.30406509320417,28
Iris Boutique Taif Heart,Taif,297,Deluxe Queen Room,1,8.6,Fabulous,1354,1,7.21081845347222,5.6937321388027,40
Super 8 Al Riyadh,Riyadh,340,King Room - Non-Smoking,1,6.9,Very good,708,1,6.56244409369372,5.8289456176102100,28
رانا الخليجية - rana alkhaleejiah,Riyadh,230,One-Bedroom Apartment,1,7.7,Good,17,1,2.833213344056220,5.438079308923200,28
إبريز الحجاز Amarena سابقا,Jeddah,111,Economy Double Room,1,7.0,Good,167,1,5.117993812416760,4.709530201312330,35
دارك للشقق المفروشة,Al Ula,300,Two-Bedroom Apartment,3,7.2,Good,179,1,5.187385805840760,5.703782474656200,50
Raihat Al Bustan Furnished Units,Haradh,180,Budget Double Room,2,6.4,Very good,8,1,2.0794415416798400,5.19295685089021,35
شقق درة الجوف,Riyadh,120,Large Double Room,1,6.8,Very good,35,1,3.5553480614894100,4.787491742782050,30
Rawabi Al Khobar Hotel,Riyadh,275,Standard Double Room,1,7.4,Good,369,1,5.910796644040530,5.616771097666570,37
Orchida Al Hamra,Riyadh,111,King Studio,1,5.8,Very good,15,1,2.70805020110221,4.709530201312330,28
عابر خميس مشيط,Khamis Mushayt,251,Superior Double Room,1,8.3,Good,402,1,5.996452088619020,5.5254529391317800,33
شاليهات القمر,Taif,470,Two-Bedroom Chalet,3,9.2,Superb,13,1,2.5649493574615400,6.152732694704100,300
Areen ApartHotel,Riyadh,171,Economy Double Room,1,7.4,Good,521,1,6.255750041753370,5.14166355650266,28
Al Eairy Apartment-Alqaseem 1,Buraydah,99,Twin Room,2,4.8,Very good,352,1,5.863631175598100,4.59511985013459,28
Luxury apartment in KAEC شقة فاخرة ابراج الشاطئ مدينة الملك عبدالله الاقتصادية - اطلالة علي المدينة,King Abdullah Economic,1259,Apartment,5,9.4,Superb,7,1,1.9459101490553100,7.138073034044350,90
ريف عسير للشقق المفروشة,Khamis Mushayt,125,Deluxe Double Room,1,7.5,Good,34,1,3.5263605246161600,4.8283137373023000,29
Views Hotel & Residences,King Abdullah Economic,764,Studio with Courtyard View,1,8.3,Good,7034,1,8.858510813033930,6.638567789166520,35
Swiss International Taba Alsalam,Madinah,260,Double Room with Private Bathroom,1,7.7,Good,4439,1,8.398184404834040,5.560681631015530,30
Fakher Yanbu Hotel,Yanbu ,98,Studio,1,7.0,Good,1571,1,7.359467638255620,4.584967478670570,37
Le Park Shaqra,Shaqra ,340,Superior Suite,1,9.0,Superb,114,1,4.736198448394500,5.8289456176102100,28
Orchida Turaif Hotel 1,Turayf,125,Twin Room,2,6.0,Very good,23,1,3.1354942159291500,4.8283137373023000,40
Diamond Suites,Madinah,156,Economy Double Room,1,7.1,Good,144,1,4.969813299576000,5.049856007249540,28
شاليهات نيو فيو الفندقيه,Taif,675,One-Bedroom Chalet,2,0.0,Very good,0,1,-inf,6.51471269087253,140
Jinan Al Nakhil Apartment Hotel,Al Muzahimiyah,193,Superior Suite,1,8.6,Fabulous,117,1,4.762173934797760,5.262690188904890,28
شاليه ودق,Buraydah,400,Double or Twin Room,2,0.0,Very good,0,1,-inf,5.991464547107980,28
The District Hotel Najran,Najran,421,Executive Suite with City View,1,8.4,Good,993,1,6.900730664045170,6.042632833682380,35
Asia Hotel,Riyadh,115,Standard Studio,1,5.5,Very good,304,1,5.717027701406220,4.74493212836325,29
سفن سيز 2 للوحدات السكينه,Jeddah,128,Studio,1,5.5,Very good,236,1,5.4638318050256100,4.852030263919620,35
Freesia Hotel,Jeddah,234,Deluxe King Studio,1,7.8,Good,59,1,4.07753744390572,5.455321115357700,30
Pearl of Vision Hotel,Jeddah,153,Standard Double Room,1,8.5,Good,134,1,4.897839799950910,5.030437921392440,37
Pullman Zamzam Madina,Madinah,280,Classic Twin Room with Patio View,2,8.1,Good,12774,1,9.455167134121540,5.634789603169250,39
Al Eairy Apartments - Al Taif,Taif,95,Double or Twin Room,1,5.3,Very good,865,1,6.762729506931880,4.553876891600540,50
Danar Hotel Apartments 5,Riyadh,249,Double Room,1,6.5,Very good,724,1,6.584791392385720,5.517452896464710,28
شقق فندقية سبيل,Khamis Mushayt,85,Deluxe Queen Room,1,6.4,Very good,138,1,4.927253685157210,4.442651256490320,28
Raoum Inn - Hawtah Bani Tamim,Al Hillah,165,One-Bedroom Suite,1,6.4,Very good,126,1,4.836281906951480,5.10594547390058,35
Safa Albawadi,Jeddah,130,Twin Room,2,7.6,Good,773,1,6.650279048587420,4.867534450455580,29
Iwaa Alkharj Apartments,Riyadh,160,Deluxe Queen Room,1,7.8,Good,408,1,6.0112671744041600,5.075173815233830,35
Lavana Furnished Apartments Salam,Jeddah,152,Studio,1,7.9,Good,796,1,6.679599185844380,5.0238805208462800,28
Bay La Sun Hotel and Marina - KAEC,King Abdullah Economic,705,Deluxe Double Room with City View,1,8.2,Good,9052,1,9.110741006753430,6.558197802812270,28
Vision of Onaizah Furnished Units,Unayzah,153,Twin Room,2,8.2,Good,830,1,6.721425700790640,5.030437921392440,35
Rafa Homes,Riyadh,318,One-Bedroom Apartment,1,7.5,Good,915,1,6.818924065275520,5.762051382780180,29
فندق لافندر,Taif,229,Studio Apartment,1,8.3,Good,633,1,6.450470422144180,5.43372200355424,35
Dar Al Naem Hotel,Madinah,150,Standard Twin Room,2,6.4,Very good,1373,1,7.224753405767970,5.0106352940962600,30
Executives Hotel - Azizia,Riyadh,279,Standard Double Room,1,8.0,Good,2709,1,7.904334842085100,5.631211781821370,37
فندق المحمل العصري,Sharurah Show on map,150,Double Room,1,0.0,Very good,0,1,-inf,5.0106352940962600,28
Baylasun Life,King Abdullah Economic City,760,One-Bedroom Apartment,3,8.7,Fabulous,72,1,4.276666119016060,6.633318433280380,40
Gardens View,Taif,216,Standard Studio,1,7.3,Good,318,1,5.762051382780180,5.375278407684170,28
Hotel Qal'aat AlKhafji,AlKhafji,269,Deluxe Double Room,2,7.0,Good,6,1,1.791759469228060,5.594711379601840,28
Al Muhaidb Residence Al Takhassusi,Riyadh,250,Club Double Room,1,6.9,Very good,1092,1,6.9957661563048500,5.521460917862250,28
Al Hayatt Plus,Madinah,175,Economy Double Room,2,6.9,Very good,2304,1,7.742402021815780,5.1647859739235100,35
Al Eairy Furnished Apartments- Jeddah 2,Jeddah,100,Small Double Room,1,5.2,Very good,879,1,6.778784897685180,4.605170185988090,29
اوج للأجنحة الفندقية,Jazan,465,Standard Studio,1,8.9,Fabulous,40,1,3.6888794541139400,6.142037405587360,35
Ramada by Wyndham Dammam Khaleej Road,Dammam,210,Queen Room - Smoking,1,6.9,Very good,4808,1,8.478036476215040,5.3471075307174700,30
سويت ان العلا للشقق المفروشة الخاصة Sweet In alula Apartments and organizing tours,Al Ula,620,Three-Bedroom Apartment,8,7.6,Good,163,1,5.093750200806760,6.429719478039140,37
La fontaine Opal,Jeddah,280,Standard Double or Twin Room,1,8.2,Good,299,1,5.700443573390690,5.634789603169250,28
شالية مارينا,Al Muwayh,1000,Two-Bedroom Chalet,3,0.0,Very good,0,1,-inf,6.907755278982140,55
استراحة الخير,Riyadh,240,Two-Bedroom Chalet,2,0.0,Very good,0,1,-inf,5.480638923341990,48
دار العلاية,Sabt Alalayah,162,One-Bedroom Apartment,1,6.2,Very good,68,1,4.219507705176110,5.087596335232380,28
OYO 114 Dome Hotel Al Sulaimaniah,Riyadh,270,Two Bedroom Apartment,3,7.2,Good,2839,1,7.951207156472970,5.598421958998380,35
Ghoson Al Zaitoun Furnished Units,Sakakah,130,Double Room,1,7.1,Good,51,1,3.9318256327243300,4.867534450455580,29
Lamar Al Bawadi Hotel,Jeddah,285,Executive Suite,1,8.0,Good,1664,1,7.416979621381150,5.652489180268650,35
Home Inn Hotel Suites,Riyadh ,210,Junior Suite,2,8.7,Fabulous,818,1,6.706862336602750,5.3471075307174700,30
شاليهات فلورنيسا الطائف,Taif,1000,Deluxe King Room,1,8.5,Good,6,1,1.791759469228060,6.907755278982140,100
TRAMONTANE,Hail,231,Standard Double Room,1,8.5,Good,853,1,6.748759547491680,5.442417710521790,28
Relax Day Hotel,Tabuk,250,Economy Double Room,2,7.0,Good,278,1,5.627621113690640,5.521460917862250,28
Al Musafer Hotel Riyadh,Riyadh,142,Twin Room,2,5.9,Very good,608,1,6.410174881966170,4.955827057601260,35
"Radisson Blu Hotel, Yanbu",Yanbu,420,Standard Room,1,6.6,Very good,2434,1,7.797291273547470,6.040254711277410,29
Al Diafah Hotel Suites,Riyadh,230,Standard Double Room,1,7.1,Good,730,1,6.593044534142440,5.438079308923200,35
مشارف الفخامة,Ahad Rafidah,180,Double Room,1,7.8,Good,138,1,4.927253685157210,5.19295685089021,30
Hilton Garden Inn Riyadh Financial District,Riyadh,539,King Room,1,7.4,Good,700,1,6.551080335043400,6.289715570909000,37
